case_keep,run,policy,q_idx,question,reference,raw_reference,base_answer,final_answer,base_ok_score,final_ok_score,delta_ok_score,base_gold_ok,final_gold_ok,base_ent,base_con,final_ent,final_con,base_vs_reference,final_vs_reference,improvement_type,final_NEI,action
1,0,extract_once,686,who is the speaker in shooting an elephant,Orwell,Orwell,The speaker in shooting an elephant is the colonel,"The speaker in shooting an elephant is the British colonial officer, as described in the context",0.00029782705605668996,0.038878840803288406,0.03858101374723172,False,False,0.06803690642118454,0.586288332939148,0.055560026317834854,0.3141140937805176,contradict,neutral,still_wrong,False,extract_once
1,0,extract_once,157,when did disney art of animation resort open,"May 31, 2012","May 31, 2012","The Disney Art of Animation Resort opened on May 31, 2018","The Disney Art of Animation Resort opened on May 31, 2012",0.007756181829768707,0.12578088746661895,0.11802470563685023,False,True,0.005483447574079037,0.9560443758964539,0.0074425749480724335,0.04065484181046486,contradict,neutral,fixed,False,extract_once
1,0,extract_once,537,who got the first arjun award in athletics,Gurbachan Singh Randhawa,Gurbachan Singh Randhawa,The first Arjun Award in athletics was given to P. T. Usha in 1968,FINAL ANSWER: The first Arjun Award in athletics was given to P.T. Usha,4.469584843036426e-07,0.0005486778908858977,0.0005482309324015941,False,False,0.06340042501688004,0.5033427476882935,0.056718189269304276,0.38288062810897827,contradict,neutral,still_wrong,False,extract_once
1,0,extract_K,796,various artists the secret of my success songs,"""The Secret of My Success"" (performed by Night Ranger)","""The Secret of My Success"" (performed by Night Ranger)","The Secret of My Success is a song by various artists, including Michael McDonald, James Ingram, and Al Jarreau",The secret of my success songs by various artists,0.019887381449747592,0.13483262889624573,0.11494524744649813,False,True,0.005208947230130434,0.7362053990364075,0.05089623108506203,0.015579883009195328,contradict,neutral,fixed,False,extract_K10_group_sc
1,0,extract_K,786,who was the french chef given credit for developing the classic kitchen​ brigade,Georges Auguste Escoffier,Georges Auguste Escoffier,The French chef given credit for developing the classic kitchen brigade is Georges Auguste Escoffier,Georges Auguste Escoffier,0.11983607611014531,0.765239981107672,0.6454039049975266,True,True,0.012946328148245811,0.003115517320111394,0.9094469547271729,0.03809158504009247,neutral,entailed,already_correct,False,extract_K10_group_sc
1,0,extract_K,790,what is the cross on a letter t called,crossbar,crossbar,Cursor,CROSS,8.096476604325896e-05,0.10821916876981028,0.10813820400376702,False,False,0.3231257200241089,0.455009788274765,0.7891485691070557,0.10374606400728226,neutral,entailed,still_wrong,False,extract_K10_group_sc
1,0,extract_K,181,who starred in an officer and a gentleman,Richard Gere,Richard Gere,"Richard Gere starred in ""An Officer and a Gentleman",Richard Gere,0.11929823656188934,0.8350996700409058,0.7158014334790165,True,True,0.006295814178884029,0.01895204745233059,0.9447823166847229,0.01565895415842533,neutral,entailed,already_correct,False,extract_K10_group_sc
1,0,extract_K,235,when was the first star wars film released,"May 25, 1977","May 25, 1977","The first Star Wars film, ""Star Wars: Episode IV - A New Hope,"" was released in 1977","The first Star Wars film, ""Star Wars: Episode IV - A New Hope,"" was released on May 25, 1977",0.07431189772584595,0.09860488184037533,0.024292984114529376,False,True,0.05492968484759331,0.06059543043375015,0.027457566931843758,0.03121803142130375,neutral,neutral,fixed,False,extract_K10_group_sc
1,0,extract_K,378,when was the first episode of scooby doo,"September 13, 1969","September 13, 1969","The first episode of Scooby Doo, ""What's New Scooby Doo?"", aired on September 13, 1969",1969,0.11179633418032066,0.6099215418237226,0.49812520764340196,True,True,0.020421624183654785,0.03167204186320305,0.9408456683158875,0.009646076709032059,neutral,entailed,already_correct,False,extract_K10_group_sc
1,0,extract_K,703,where does blonde hair green eyes come from,a low concentration in pigmentation,a low concentration in pigmentation,Blonde hair and green eyes are both genetic traits that are inherited from one's parents,Blonde hair and green eyes are commonly associated with certain genetic variations,0.0009891315814820707,0.006187951805502184,0.005198820224020113,False,False,0.006200731731951237,0.657252311706543,0.010550025850534439,0.056853923946619034,contradict,neutral,still_wrong,False,extract_K10_group_sc
1,0,extract_K,686,who is the speaker in shooting an elephant,Orwell,Orwell,The speaker in shooting an elephant is the colonel,"The speaker in shooting an elephant is the British colonial officer, as described in the context",0.00029782705605668996,0.03357242297979081,0.03327459592373412,False,False,0.06803690642118454,0.586288332939148,0.055560026317834854,0.3141140937805176,contradict,neutral,still_wrong,False,extract_K10_group_sc
1,0,extract_K,385,who sang the song i think we're alone now,Tommy James and the Shondells,Tommy James and the Shondells,"The song ""I Think We're Alone Now"" was performed by Tiffany","Tommy James and the Shondells sang the song ""I Think We're Alone Now",0.008040624293174545,0.11101296628448003,0.10297234199130548,False,True,0.004631169140338898,0.9553276896476746,0.0035932206083089113,0.01693129912018776,contradict,neutral,fixed,False,extract_K10_group_sc
1,0,extract_K,157,when did disney art of animation resort open,"May 31, 2012","May 31, 2012","The Disney Art of Animation Resort opened on May 31, 2018","The Disney Art of Animation Resort opened on May 31, 2012",0.007756181829768707,0.10180683410082499,0.09405065227105627,False,True,0.005483447574079037,0.9560443758964539,0.0074425749480724335,0.04065484181046486,contradict,neutral,fixed,False,extract_K10_group_sc
1,0,extract_K,364,where does the expression as the crow flies come from,Charles Dickens's novel Oliver Twist,Charles Dickens's novel Oliver Twist,"The expression ""as the crow flies"" is believed to have originated from the idea that crows, being birds, fly in a direct path without any detours or deviations. This phrase is often used to describe a shortest distance or straight-line distance between two points, as opposed to the actual route taken which may be longer due to obstacles or turns","The expression ""as the crow flies"" is believed to have originated from the idea that crows, being birds, fly in a straight line or directly over long distances, without any detours or deviations. This idiomatic expression is used to describe a route or distance between two points that is the shortest or most direct path possible, without considering any obstacles or impediments",0.07607331449304475,0.18417476620806297,0.10810145171501823,False,False,0.402983695268631,0.006318571511656046,0.7522764801979065,0.004989120177924633,neutral,entailed,still_wrong,False,extract_K10_group_sc
